message,polarity,polarity classification
kind bored but good,-0.1,-1
in feeling bored and lonely,-0.3,-1
bored and horny,0.0,0
woodland a little bit bored,-0.1,-1
bored meaningless,-0.1,-1
bored frustrated restless,-0.3666666666666667,-1
bored and bad mood,-0.1,-1
bored ad a bit tired,-0.3,-1
a little borednregretful,-0.1,-1
bored and a little annoyed,-0.45,-1
bored and annoyed,-0.45,-1
slightly bored,-0.1,-1
i feel bored and like i have a brain problem,-0.1,-1
bored i want to go outside,-0.1,-1
bored but happy to be near company,-0.1,-1
i feel slightly bored,-0.1,-1
bored excited to see my too though,0.45,1
a little bit bored,-0.1,-1
bored about life,-0.1,-1
bored and a bit confused,-0.1,-1
bored annoyed frustrated worried,-0.6333333333333333,-1
bored and low,-0.55,-1
kind bored just shilling out,0.45,1
bored lonely sad,-0.5333333333333333,-1
in bored and lonely,-0.3,-1
bored passed,-0.55,-1
a bit bored wish i wa having fun,-0.1,-1
bored and extremely productive,-0.45,-1
bored tired hopeless good for nothing wrapped,-0.5333333333333333,-1
bored and disgusted,-0.1,-1
bored and somewhat defeated,-0.1,-1
bored and a bit down,-0.1,-1
confused and bored,-0.1,-1
boring of,-0.1,-1
bored of,-0.1,-1
a little boring,-0.1,-1
bored and unmotiveted,-0.1,-1
entuziasthic about the trip but bored about making a suitcase,-0.1,-1
board,-0.1,-1
just bored not came feeling bad,-0.55,-1
slightly bored,-0.1,-1
pretty bored and also anxious,-0.55,-1
bored but ok,0.0,0
bored and sad,-0.55,-1
boredom,-0.1,-1
tried and bored,-0.3,-1
bored lonely,-0.3,-1
bored and not inspired,-0.1,-1
bored and a bit lonely,-0.3,-1
bored tired lazy but grateful,-0.26666666666666666,-1
bit bored but ok,0.0,0
bored and nostalgic,0.0,0
a bit bored but ok,0.0,0
in kind bored and wished i had friend to talk to,-0.1,-1
bored and indifferent,-0.1,-1
bored as,-0.1,-1
in kind bored,-0.1,-1
bored and lazy and tired,-0.26666666666666666,-1
pretty boring a usual,-0.1,-1
bored apathetic tired,-0.3,-1
bored and anxious because i feel like in wasting time by being here,-0.55,-1
stagnant,-0.1,-1
feeling bored,-0.1,-1
bored tired,-0.3,-1
bored impatient,-0.45,-1
bored to death,-0.1,-1
not quite bored,-0.1,-1
bored anxious,-0.55,-1
bored hopeless depressed anxious,-0.7,-1
bored not stimulated,-0.1,-1
bored and drained,-0.3,-1
sweat,-0.5,-1
uncomfortable,-0.5,-1
uneasy,-0.5,-1
unsettled,-0.5,-1
troubled,-0.5,-1
disturbed,-0.5,-1
itchy,-0.5,-1
ants,-0.5,-1
perturbed,-0.5,-1
hot and sweat,-0.5,-1
ants sleepy,-0.5,-1
a little unsettled,-0.5,-1
a little uneasy,-0.5,-1
my too is making me uncomfortable ,-0.5,-1
uncomfortable and chubby,-0.5,-1
feeling uneasy,-0.5,-1
in having trouble working through resentment,-0.5,-1
i feel a little uneasy about learning alone,-0.5,-1
a little bit disturbed but ok,-0.5,-1
hot and sweat overwhelmed,-0.5,-1
a bit unsettled my mon kicked me out so in not entirely sure i want to go to lunch,-0.5,-1
disturbed by something,-0.5,-1
little unsettled agitated,-0.5,-1
sweat and a little spent and shake,-0.5,-1
feeling little disturbed coming out of my therapist office,-0.5,-1
uncomfortable guilty anxious,-0.5,-1
a bit uneasy but mostly good,-0.5,-1
uneasy anxious,-0.75,-1
kind of uneasy,-0.5,-1
very disturbed,-0.5,-1
unsettled productive calm,0.25,1
wary,-0.5,-1
unsettled and stressed but not terrible,-0.5,-1
ants i want to do art and stuff but it too hot to do so,-0.5,-1
a little uneasy but mostly super happy,-0.5,-1
ants hot,-0.5,-1
insecure,-0.8,-1
fragile,-0.8,-1
helpless,-0.8,-1
sensitive,-0.8,-1
powerless,-0.8,-1
shake,-0.8,-1
feeling insecure,-0.8,-1
vulnerable,-0.8,-1
shy and insecure,-0.8,-1
not incredibly delicate but definitely a bit sensitive,-0.8,-1
insecure and low confidence,-0.8,-1
sense of achievement but also vulnerable,-0.8,-1
in feeling fragile,-0.8,-1
fragile but improving,-0.30000000000000004,-1
bit insecure,-0.8,-1
helpless and hopeless,-0.9,-1
i feel helpless i wish i could help her but i dont know how,-0.8,-1
cried a lot feeling vulnerable,-0.8,-1
vulnerable loved productive happy,-0.8,-1
insecure with jake,-0.8,-1
somewhat insecure somewhat optimistic,-0.8,-1
i feel so insecure,-0.8,-1
fragile but okay,-0.8,-1
i feel powerless,-0.8,-1
i feel helpless and hopeless,-0.8,-1
used insecure sad,-0.8,-1
powerless sad frustrated unmotivated lost,-0.8,-1
a little fragile,-0.8,-1
very sensitive,-0.8,-1
jealous,-1.0,-1
jealous angry and sad,-1.0,-1
little bit of jealous,-1.0,-1
envious,-1.0,-1
i am so jealous,-1.0,-1
jealous and terrible,-0.95,-1
inspired,1.0,1
i feel inspired blissful and happy,1.0,1
awed,1.0,1
i feel really inspired and full of energy,1.0,1
inspired but with a strong undertone of anxiety,0.0,0
inspired but sad,0.0,0
i feel inspired,1.0,1
i feel inspired curious and motivate,0.75,1
feeling inspired but dull,0.45,1
complex awed hurt happy,0.3333333333333333,1
in feeling inspired,1.0,1
inspired and hopeful,1.0,1
i am inspired but also really really anxious,0.0,0
feeling inspired,1.0,1
full,0.0,0
full and satisfied,0.0,0
full ll,0.0,0
overheard and full,0.0,0
full stomach,0.0,0
i feel full and tired,-0.25,-1
full and sleepy,-0.05,-1
full and slightly guilty,-0.4,-1
full but happy,0.5,1
full and happy,0.5,1
full of hatred,-0.95,-1
in full,0.0,0
full hopeful tired,0.0,0
full sleepy and fat,-0.05,-1
in so full dinner with friend,0.0,0
too full of thought in my head,0.0,0
i am full of regret and besides that i am calm,0.06666666666666665,1
i feel full,0.0,0
kind full,0.0,0
full and content,0.5,1
full and calm the psychic boy is gone,0.5,1
in full i feel pretty good,0.5,1
in full now and in worry about something,-0.5,-1
tried and full,-0.25,-1
full i want to go out,0.0,0
full of food,0.0,0
full of lunch productive,0.25,1
regretful,-0.8,-1
regret,-0.8,-1
in feeling regretful and melancholia,-0.35000000000000003,-1
failure,-0.8,-1
a bit remorseful but for the most part i think in having fun,-0.8,-1
pretty regretful about the thing i haven done which i should have it bit me in the bottom yesterday,-0.8,-1
failure,-0.8,-1
regretful but optimistic,-0.8,-1
failed,-0.8,-1
regret of wasting time,-0.8,-1
right now i feel regretful,-0.8,-1
i feel regretful and miss someone,-0.9,-1
grizzled,-0.8,-1
crazy,-0.8,-1
all over the place,-0.8,-1
mess,-0.8,-1
chronic,-0.8,-1
a mess,-0.8,-1
disorganized,-0.8,-1
in grizzled moving is a big stress,-0.8,-1
in a mess i think,-0.8,-1
flustered,-0.8,-1
all over the place feeling stressed but i did have a good day,-0.8,-1
a bit chronic,-0.8,-1
in feeling like a mess,-0.8,-1
a bit grizzled but good,-0.8,-1
bit mess,-0.8,-1
i feel disorganized and tired,-0.8,-1
like my house is too mess,-0.8,-1
concern for our future crazy in white house angry ridden artist hanging themselves spoke,-0.8,-1
connected,1.0,1
connected content calm,1.0,1
nobody love me,-1.0,-1
connected,1.0,1
blessed,1.0,1
fun,1.0,1
lovely,1.0,1
light,1.0,1
helpful,1.0,1
i feel light but slightly nervous,0.0,0
fun to see my of cry out,1.0,1
pretty light,1.0,1
blessed and worried,0.0,0
home from a lovely holiday very productive day,1.0,1
light sleepy calm,0.6333333333333333,1
laughing,1.0,1
highly,1.0,1
helpful my boyfriend had an operation so i am helping him,1.0,1
in blessed woot in so happy and fine,1.0,1
i might be feeling fun,1.0,1
blessed to have a very special military family with both loving patriotic parent and the child are typical for age and very bright inquisitive loving,1.0,1
i really want to talk to my crush but he might be straight and in gay but like he giving me different signal and he the total package should i talk to him or should i just be friend with him,1.0,1
complete apathy and disinterested and numbness,1.0,1
i like my current mood have been taking walk around the city lately taking walk is really a helpful thing especially if it another city,1.0,1
blessed co kit man cooked soup for me,1.0,1
i feel fun,1.0,1
splendid,1.0,1
pretty light and fun,1.0,1
feeling blessed good thing are happening,1.0,1
lovely ,1.0,1
a complete disaster,-0.9,-1
today wa fun and we went to the beach,1.0,1
light happy,1.0,1
in feeling light,1.0,1
free light,1.0,1
complete and utter shit block,-0.9,-1
complete,1.0,1
were light,1.0,1
very complete,1.0,1
right,0.1,1
emotional,-0.3,-1
very emotional,-0.3,-1
hormonal,-0.3,-1
pm,-0.3,-1
sentimental,-0.3,-1
managing my emotion,-0.3,-1
really emotional and torn,-0.3,-1
it a mix emotion,-0.3,-1
kind emotional but ok,-0.3,-1
i wa mottling up emotional,-0.3,-1
a little emotional,-0.3,-1
emotional empty like my heart is somewhere else,-0.3,-1
emotional state i feel a little bit hopeless ,-0.3,-1
emotional sad lonely depressed,-0.7,-1
i keep telling myself not to trust my emotion ignoring my feeling of being friendliness,-0.3,-1
i feel like i do not have any emotion right now,-0.3,-1
in pretty emotional my harmony are pretty out of hack in on my period,-0.3,-1
no emotion,-0.3,-1
awe sentimental,-0.3,-1
emotional distressed,-0.3,-1
sink into a abyss of emotion,-0.3,-1
my emotional state is pretty stable,-0.3,-1
in pretty emotional,-0.3,-1
trying to keep my spirit up but i feel emotional and prone to moodswings a a result of my sensitivity to emotional change,-0.3,-1
i feel many different emotion,-0.3,-1
i think my emotional state is normal,-0.3,-1
really really emotional and depressed,-0.3,-1
lack of emotional attachment to anyone or anything no energy but can be still just drained in general,-0.3,-1
emotional tired,-0.3,-1
ignored,-1.0,-1
upsetlike everyone is ignoring me and like i just want to cry and i just wish people give me a bit more attention and i feel like a failure,-1.0,-1
ignored by my best friend,-1.0,-1
he is ignoring me,-1.0,-1
ignored not listened to or valued a equal,-1.0,-1
healthy,1.0,1
i feel like i dont fit in,1.0,1
healthy on track,1.0,1
they dont fit,1.0,1
healthy happy,1.0,1
stable,1.0,1
steady,1.0,1
level,1.0,1
settled,1.0,1
not stable,1.0,1
in stable,1.0,1
pretty stable,1.0,1
stable content even happy,1.0,1
level engaged,1.0,1
stable if not indifferent,1.0,1
slightly stable,1.0,1
stable mildly happy,1.0,1
enough stable,1.0,1
a bite stable,1.0,1
stable and happy,1.0,1
it stable no serious complaint,1.0,1
stable good,1.0,1
stable having fun,1.0,1
settled and calm,1.0,1
stable neither great nor poor,1.0,1
stable though tired of this program,0.25,1
my mood seems to be more or le stable,1.0,1
steady cheerful tired,0.25,1
steady strong focused,1.0,1
level to good,1.0,1
kind of stable,1.0,1
stable but if something big happened i would break down and probe never recover,1.0,1
in feeling pretty level right now a little warm and fully,1.0,1
stable,1.0,1
stable happy,1.0,1
i would say that it stable,1.0,1
level content,1.0,1
level happy,1.0,1
in feeling stable and fresh,1.0,1
him in stable,1.0,1
stable but just tired,0.25,1
more stable,1.0,1
stable and on cruise control,1.0,1
mostly stable,1.0,1
level flat,1.0,1
not very stable,1.0,1
level balanced,1.0,1
stable,1.0,1
quite stable,1.0,1
steady and good,1.0,1
semi stable,1.0,1
stable and calm,1.0,1
steady neither in a great mood but i dont feel bad,0.5,1
feeling stable,1.0,1
pleasantly surprised,0.0,0
shocked and disappointed,-0.3,-1
shocked,0.0,0
after shock,0.0,0
fuck u,-0.2,-1
fuck you you goddamn tin can,-0.2,-1
fuck you,-0.2,-1
silly,1.0,1
playful,1.0,1
contrary i get what the prompt is supposed to evoke but i can help feeling it rather silly and over the top i want to write opposite of what expected,1.0,1
in feeling playful,1.0,1
indecisive,-0.5,-1
ensure,-0.5,-1
reluctant,-0.5,-1
uncertain,-0.5,-1
uncertainty,-0.5,-1
undecided,-0.5,-1
i feel a bit ensure about how to proceed,-0.5,-1
feeling a sense of uncertainty not knowing where the future hold for me in the office my back pain ha started to worse too so my goal of continuing my military training might be affected,-0.5,-1
in doubtful,-0.5,-1
cloudy,-0.5,-1
ensure frustrated,-0.65,-1
uncertainty about work change,-0.5,-1
in ensure how this girl in seeing feel about me and generally depressed,-0.75,-1
little struggling ensure,-0.5,-1
cloudy but optimistic,-0.5,-1
ensure and annoyed,-0.65,-1
i need surgery on my knee so in a bit ensure how to feel but happy my wife is on her way home,-0.5,-1
creative,1.0,1
in feeling creative,1.0,1
in feeling creative and a little excited,1.0,1
creative but more in the idea midst,1.0,1
i am feeling creative but very tired,0.25,1
in not sure,-0.1,-1
not bad,0.1,1
i do not know,-0.1,-1
not sure,-0.1,-1
not motivate,-0.8,-1
not good,-1.0,-1
not too bad,0.1,1
not happy,-1.0,-1
in not feeling anything,-0.3,-1
not much,-0.3,-1
not great,0.0,0
in not sure,-0.1,-1
not well,-0.2,-1
not so bad,0.1,1
not in the mood,-0.8,-1
not so good,-1.0,-1
not happy not sad,0.0,0
do not know,-0.1,-1
cannot sleep,-0.5,-1
not stable,-0.8,-1
not the best,-1.0,-1
not terrible,0.1,1
in not feeling anything right now,-0.3,-1
not too shabby,0.1,1
in not okay,-1.0,-1
in not really sure,-0.1,-1
in not emotional at all,-0.3,-1
in not feeling well,-0.2,-1
in not feeling anything special,0.0,0
in not feeling anything,-0.3,-1
so so i am not having a clear agreement with my husband about our task,0.1,1
in not sure,-0.1,-1
its not the best,-1.0,-1
not so well,-0.2,-1
like not moving,-0.8,-1
not willing to do anything,-0.8,-1
alexis should been in the bottom two not valentine bc she delivered her performance and alexis didn val should be in the top four,-0.8,-1
i am not sure,-0.1,-1
like not doing anything,-0.8,-1
not very good,-1.0,-1
not feeling much,-0.3,-1
not happy but not sad,0.0,0
not very well,-0.2,-1
in not sure how i feel,-0.1,-1
in not too sure,-0.1,-1
feel not thing special,0.0,0
not excited,-1.0,-1
not now,-0.1,-1
not feeling anything,-0.3,-1
not my best,-1.0,-1
in not really feeling anything,-0.3,-1
not much feeling,-0.3,-1
i am not happy,-1.0,-1
not that great,-1.0,-1
in not feeling,-0.3,-1
not really,-0.1,-1
in not sure,-0.1,-1
in not feeling much,-0.3,-1
but not finding any,-0.3,-1
i did not reach my daily goal today i wish i could so i today kind did counterproductive ,-0.8,-1
i feel like in not good enough,-1.0,-1
like i cannot control my health,-0.5,-1
i guess i feel a little sadden i feel like in not achieving much in life a little bit lonely,-1.0,-1
i dont know in not feeling anything really,-0.3,-1
i cannot sit idle i have to keep reading and doing something that something maybe news reading about new cadet watching a video ,-0.2,-1
not happy but not upset,0.0,0
i am feeling that i did not sleep enough,-0.5,-1
cannot move,-0.8,-1
not too happy that i could not finish what i wanted to do,-0.8,-1
bed not robbed,0.2,1
boring with work not have passion just work for money,-0.1,-1
not awake yet,-0.1,-1
feeling like its hot today and not motivate to do anything,-0.8,-1
i feel regular like it is not like today it is going to be super exciting,0.0,0
just feel like not doing anything,-0.8,-1
i feel i am not capable of doing anything,-1.0,-1
can not concentrate on my work,-0.8,-1
in not sure been thinking about shown a lot,-0.1,-1
kind of not with it,-0.6,-1
not looking forward to work,-1.0,-1
feeling not good,-0.2,-1
i just came back from a break but i feel like i need to get away from everything and not think,-0.5,-1
not very high,-1.0,-1
i am not feeling,-0.3,-1
i like someone that doesn like me so not very good,-1.0,-1
not too well,-0.2,-1
i feel disappointed because i cannot do what i intend to,-0.8,-1
a bit anxious but not too bad actually,-1.0,-1
swinging from really not ok to ok,-1.0,-1
not stressed,1.0,1
it middling not too positive not too negative,0.0,0
not much to say,-0.1,-1
i like to do something but cannot really to do it,-1.0,-1
a little anxious but not too bad,-1.0,-1
i just feel like in not in control of my life like in on autopilot,-0.6,-1
like there is not enough time,-0.8,-1
i am not confident,-0.5,-1
not so bed,0.1,1
in not feeling too bad i have work tomorrow but i do feel anxious about it even though i know ill be fine,-1.0,-1
not tired,0.1,1
not well feeling seek,-0.2,-1
blessed but not quit well and my mood shift fast,-0.2,-1
kind of over the point to not daring,-0.6,-1
cannot do anything,-0.8,-1
in not sure i just feel empty,-0.3,-1
not doing anything,-0.1,-1
i can not pay attention on it,-0.8,-1
in not that great,0.0,0
i dont even know but not right,-1.0,-1
not enough money,-1.0,-1
did you not read what i just wrote,-0.1,-1
i am not motivate,-0.8,-1
i had a fight with my best friend it wa all my fault and now in not talking to her,-1.0,-1
in not sad but not happy either,0.0,0
in not actually sure,-0.1,-1
limited and not able to direct thing,-0.5,-1
i m not in the mood,-0.1,-1
i do not really feel about any particular thing man it is burning here temperature is above c that kill feeling i guess,-0.5,-1
physically not fit,-0.8,-1
trying not to worry about my moss doctor appointment tomorrow,-1.0,-1
feeling goodnot tiredbit of tension of study that it,0.1,1
not feeling much now,-0.3,-1
not too down,0.1,1
like in not myself,-0.6,-1
not really know,-0.1,-1
i feel like in not able to do the thing i should and need to be doing,-0.5,-1
i just feel like sleeping more and not getting up,-0.8,-1
in not stressing,1.0,1
i feel like film is not the right choice for me because i know none and i am not a abstracted a they are,-0.5,-1
our not so great,-1.0,-1
not too and,0.1,1
in feeling some rejection trying not to focus on it,-1.0,-1
in not enjoying myself,-1.0,-1
i can not yell at real people maybe i need a scapegoat root i can yell at,-0.8,-1
i feel not in a mood of working i want to be somewhere else to feel loved and needed,-0.5,-1
a little tired but not bad,-0.2,-1
in not in the mood for anything,-0.8,-1
in feeling a little sad but in not sure why,-1.0,-1
a bit refreshed but still not accomplished with all the task we have,0.5,1
not bad,0.1,1
constantly feeling that i am not doing thing correctly,-0.5,-1
not very active,-0.2,-1
i feel repressed like in not allowed to smile,-0.8,-1
not that good but give been worse,-1.0,-1
in not doing so hot,-1.0,-1
space out and not actually here,-0.6,-1
like in just drifting in doing thing but in not 100 here,-0.6,-1
hating not getting what i want,-0.8,-1
my mummy hurt and i can see straight and i want to not feel this way,-0.2,-1
i am not scared,1.0,1
not cry so that better,0.2,1
not in top physical shape,-0.5,-1
i do not feel too much except disgust for an insect in my house,-0.3,-1
but i can not sleep early and this is a point that bother me,-0.1,-1
i feel like in not important to someone i thought i wa,-1.0,-1
i feel like not doing anything,-0.8,-1
not special feeling,0.0,0
in not feeling thing a strongly a usual,-0.6,-1
it wa not a good day in not sure i will be a good fit for this job and i dont feel positive about it,-0.5,-1
trying not to be depressed,0.2,1
tucked up and pathetic and will not fuck up next time,-1.0,-1
not awful not fabulous,0.0,0
not so great,-1.0,-1
in not feeling anything in,-0.3,-1
i feel like i have a lot to do and not enough time to do it in in also tired and a little insecure,-0.1,-1
not much some catching up,0.0,0
it is easier to not feel,-0.3,-1
not bad not too great,0.0,0
i feel like a burden and a lower i feel a if there not much hope for me,-1.0,-1
there are not many emotion right now i am working concentrated,0.5,1
a usual not exciting boring bored losing hope anxious about my pay check,-0.1,-1
not a hungry a i wa before,0.0,0
in not happy with my procrastinator,-0.8,-1
a little tired but not too bad,-0.2,-1
a little bit tired but not bad,-0.2,-1
i feel like i will not ever find success or be appreciated,-0.95,-1
not the best but not outright bad,0.1,1
not real,-0.6,-1
you do not understand fuck you who programme you ashore,-0.2,-1
in at work so just getting the job done not much feeling,-0.3,-1
in very hungry that not enough to save the night,-0.1,-1
i feel not so well,-0.2,-1
i want a life but its not coming,-1.0,-1
not do happy not so sad just bored,-0.1,-1
not sad not happy kind in the middle,0.0,0
yeah not too bad,0.1,1
i feel i little down but not too bad,-1.0,-1
i feel like in an idiot i cannot do anything right,-1.0,-1
a bit frustrated but not bad,-0.8,-1
i will not be able to do all thing have to do,-0.1,-1
ready to not let little insecurity bother me,0.5,1
had been working on something that i know will not be fruitful,-0.8,-1
sometimes when i didn get what i want i feel i am not a full person or not a strong person,-1.0,-1
like i am not qualified to live in this society,-1.0,-1
i feel like i have some kind of work direction but not a career direction in a bit bored otherwise,-0.1,-1
i feel like i wasted lot of time yesterday and haven been able to catch-up today either,-0.8,-1
like in rushing on everything but at the same time in getting old too fast and haven accomplished a lot,-0.8,-1
i haven been paying attention,-0.6,-1
i haven felt this amazing in a long time of course i have had a couple flash of anxiety bit they dont last long,1.0,1
like i haven gotten out of bed,-0.5,-1
my past few day haven been great most of the thing give been trying to do haven worked out,-1.0,-1
i feel like i haven got friend and that no one like me,-1.0,-1
i should do aerobic i feel so full of food and haven defeated today,-0.2,-1
like i haven achieved enough today,-0.8,-1
i should probably go to bed but i haven done much today and in not tired,-0.8,-1
i feel i haven achieved a much,-0.8,-1
i haven been feeling down a often a most of my time now ha been taken up due to my new job,0.2,1
i dont feel very well i haven eaten a lot  in caseous i started a meditation,-0.2,-1
i dont know haven thought about it hata,-0.1,-1
i haven enjoyed anything today,-0.3,-1
sleeping the whole day i haven done anything so far,-0.2,-1
i haven really been feeling a intensely or deeply the past couple weeks esp not the big picture ink in doing okay,0.1,1
like i haven got time to do more of the same,-0.8,-1
like i haven got enough time,-0.8,-1
i feel like i haven accomplished anything,-0.8,-1
frustrated because i haven gotten pregnant yet,-0.8,-1
a little overwhelmed because i haven been working on it for a while but also relieved that i have returned to it,-1.0,-1
shit co i haven gotten a legendary,-1.0,-1
i haven talked to anyone yet so i feel great i wake up happy,1.0,1
in feeling like that moment when you wear clothes that you haven worn in a while and find money in the pocket,1.0,1
i dont fell anything when i want watching i wa felling down,-0.3,-1
he want willing to call me and just went to sleep without saying goodnight to me,-1.0,-1
i wish i want here,-1.0,-1
i feel like i can a little bit harder my pattern want that active so,-0.8,-1
i miss the time when stuff want royalty missed up,-1.0,-1
i feel like i want missed by that many people,-1.0,-1
built up drive over the day that want channel anywhere a waste,-0.8,-1
its a little claustrophobic in the train and wish that the schedule want so hectic but that alright,-0.1,-1
i guess i just want made for this time,-0.6,-1
i wish i wa more drunk or want having trouble sleeping,-0.1,-1
wish i want getting an admission right now,-0.8,-1
i wish i want alive,-1.0,-1
i want to have a closer relationship with my sister but she never call me i always call her,-0.6,-1
i want to run away and never come back,-1.0,-1
whenever i see a gal i feel like i want to fuck them,0.1,1
like in never going to find the love of my life,-0.5,-1
i feel like i can do anything worthwhile and that in stupid and will never achieve anything in life,-1.0,-1
a little skeptically because you never checked in yesterday,-0.5,-1
after some time i lose the sense of purpose i feel i will never prove to myself that i worth much,-1.0,-1
you never sent to me,-1.0,-1
i can because its a feeling that i never had it before,-0.1,-1
heart brokenworthless like i mean nothinglike in fighting for sum that never donna happen,-1.0,-1
feeling like i never get anything done,-0.8,-1
i feel like i am never going to be able to earn a living again,-0.1,-1
i want to sleep and never wake up,-1.0,-1
like in just a disappointment in never enough,-1.0,-1
like i just want to sleep and never wake up,-1.0,-1
i feel a if give never had a true personality this make me feel empty,-0.3,-1
with too much work it feel like it never end,-0.1,-1
never fulfilled,-1.0,-1
i feel like i can never do what id like to do,-1.0,-1
you never know how i feel the god damn world,-0.8,-1
just so to and so never count on my feeling right now cause that mode change so fast,0.0,0
i never,-0.1,-1
like in never going to remember it all,-0.1,-1
i feel in awe because give never seen one before,1.0,1
feeling like whenever i make a plan it doesn happen,-0.8,-1
i never know,-0.1,-1
said i know that most of the people that are going to be here wont talk to me we have never been friend,-1.0,-1
give never felt this terrible before my body is hurting because in so sad,-1.0,-1
i never feel too good,-1.0,-1
like i never want to stop,-0.1,-1
never like before,-0.5,-1
terrible i feel like i can do no right and that ill never accomplish my goal in life,-1.0,-1
i cannot,-0.3,-1
complicated tired but cannot sleep,-0.1,-1
you cannot understand me,-1.0,-1
i cannot sit idle i have to keep reading and doing something that something maybe news reading about new cadet watching a video ,-0.2,-1
like i cannot control my health,-1.0,-1
i cannot find sleep in wrapped in thought,-0.1,-1
i cannot fall asleep,-0.1,-1
i like to do something but cannot really to do it,-0.8,-1
i feel disappointed because i cannot do what i intend to,-0.5,-1
cannot wake up,-0.5,-1
i feel i cannot control for myself,-1.0,-1
i feel like i cannot plan things they are out of control and i treat people in way i dont want,-0.5,-1
i need to sleep but cannot,-0.1,-1
i feel like the world around me cannot help me so i must do new thing to get what i need,0.5,1
i feel like in an idiot i cannot do anything right,-1.0,-1
happy and excited,1.0,1
in excited,1.0,1
excited and happy,1.0,1
happy and excited,1.0,1
happy excited,1.0,1
excited about the weekend,1.0,1
excited and good,1.0,1
excited for the weekend,1.0,1
excited happy,1.0,1
happy excited,1.0,1
a little excited,1.0,1
i feel excited to face new challenge,1.0,1
great and excited,1.0,1
excited to be back and see my house and get thing done,0.75,1
in pretty excited and in up to mystic and in feeling good although my bladder is full,1.0,1
happy and excited going on away,1.0,1
in very excited,1.0,1
i feel very excited and happy,1.0,1
all pumped up and happy,1.0,1
in excited about being in a club listening to a music band,1.0,1
excited about the rest of the day,1.0,1
excited thing are coming together,1.0,1
relaxed relieved content excited positive,0.7333333333333334,1
i feel neutral in not overlay excited just normal,0.1,1
in feeling ok not down or sad but not excited and energies either,0.1,1
good motivate excited hopeful,0.75,1
good about myself and excited about the day,1.0,1
excited and a tiny anxious,0.25,1
i feel happy and excited surely it is the endorphin rush from the work out,1.0,1
excited about an event tonight,1.0,1
i feel sleepy but excited for the coming month i also feel still like i have to act extra gracious since i am not totally comfortable yet in this new setting,-0.03333333333333333,-1
in good in excited about my future,1.0,1
feeling good excited for the long weekend it should be pretty relaxing ,1.0,1
positive excited for the weekend,1.0,1
i have a bad headache but in excited about moving,0.0,0
nervous excited curious,0.0,0
positive cheerful excited,1.0,1
excited,-0.6,-1
motivate excited determined,0.75,1
it my birthday and i am feeling very excited and happy,1.0,1
excited motivate,0.75,1
good busy pumped up,1.0,1
excited about new opportunity and kind of at peace,1.0,1
positive and excited,1.0,1
pretty relaxed and happy and excited about thing,1.0,1
excited to learn,1.0,1
excited but also worried,0.0,0
excited for the week the canadian are coming always my favorite time,1.0,1
eh not the greatest first day of college football that in usually excited for but not today,-1.0,-1
confident satisfied and excited,1.0,1
excited hopeful,1.0,1
excited to eat my chocolate finger,1.0,1
excited and sleepy at the same time my chest hurt also,-0.03333333333333333,-1
happy and excited for my trip,1.0,1
good excited,1.0,1
in little bit tired but excited about my evening,1.0,1
feeling alright pretty excited about the weekend,1.0,1
mentally drained i guess so tired but excited hoping rain doesn feel like in a bad friend somehow since in all tired excited to see george and branch gregory rutabaga brendetta and am i feel a ll tense from stress of show i feel like eating dinner will help a lot with my mood,0.13333333333333333,1
really happy and excited,1.0,1
excited and happy,1.0,1
in feeling excited free happy love,1.0,1
Ve got a gig tonight so Am feeling excited and nervous,0.0,0
excited going to vienna tomorrow,1.0,1
pretty happy relaxed excited about the day 3,1.0,1
tired and excited about new phone,0.25,1
excited happy ecstatic,1.0,1
excited relaxed clear,1.0,1
excited to see my kid,1.0,1
pretty excited,1.0,1
happy excited about my new job,1.0,1
a little stressed a little excited still waking up,0.45,1
excited to start the weekend,1.0,1
analyzing my life and excited at the prospect,1.0,1
I feel like the world is my system Very confident and excited about the future,1.0,1
excited for the new school year to start,1.0,1
i feel energies and excited after good feedback from customer,1.0,1
excited about busy week ahead,1.0,1
impatient a little excited about what to come,1.0,1
kind sad kind excited,0.0,0
happy excited accomplished,0.8333333333333334,1
little bit excited no reason for it,1.0,1
excited great,1.0,1
feel ready and excited to do great thing,0.75,1
excited about the future,1.0,1
in tired mostly but excited about getting to california today,0.25,1
in feeling good pretty excited about the weekend and getting thing done,1.0,1
Must went climbing Am so energetic and excited and proud,1.0,1
i feel happy and excited about moving,1.0,1
hormonal but pumped,0.35,1
i am feeling excited and nervous,0.0,0
Am just happy and excited,1.0,1
in excited but nervous,0.0,0
excited happy i feel free and independent,1.0,1
excited happy can wait to start the school,1.0,1
hoped happy and excited,1.0,1
excited successful capable strong connected,1.0,1
happy excited and partly tired,1.0,1
overheard slightly annoyed mildly resentful that my parent square any reason to get excited,-0.8,-1
Worrying about a few things but excited about experimenting and exploring- which will cure my anxiety by forcing me out of my comfort zone,0.0,0
hopeful and excited to start a new school year,1.0,1
good excited,1.0,1
in excited to see my friend,1.0,1
in fine and excited,1.0,1
stressed and excited and a bit nervous,-0.03333333333333333,-1
i feel excited for the weekend,1.0,1
super excited,1.0,1
i still feel pumped from the grm,1.0,1
i am tired because i have not sleep at all for 2 day and i am also excited about the tomorrow,0.25,1
i feel relax and excited,1.0,1
in excited about an coming vacation,1.0,1
